Name;Category;min;max;avg;skewness;variance;energy;kurtosis 
A8.png;Artefact;-1.9999994821504137;1.9989509522007451;-0.016309676600334708;0.042132357761976005;0.98999780073377219;6106.5654611185610;2.2570178251305610 
A4.png;Artefact;-1.9993837143671072;1.9994205324279357;0.016774516151492096;-0.037246202587948099;1.0098035613360177;10135.535063712332;2.2380694796541674 
A25.png;Artefact;-1.9988273954613058;1.9977678679218132;0.040317118410326785;-0.075740830784125149;1.0084191220484260;3776.8495327950964;2.2496176154116569 
A21.png;Artefact;-1.9989244967597637;1.9954565371454065;-0.025093869067004365;0.019323853855345893;1.0221855603652326;3790.6918597828858;2.2088141169654079 
D103.png;Defect;-1.9973223097130641;1.9968820070342483;0.0097667156767917013;-0.043893464671424159;1.0222916458095634;3473.7390750498007;2.2254419366583389 
D19.png;Defect;-1.9969207161935043;1.9944274331187544;-0.030551175818412206;0.051866759900030063;0.98545605116255575;2276.7265023707891;2.2698662870701685 
D33.png;Defect;-1.9888036205465793;1.9911409099119937;-0.0077300410281865573;-0.0020833388009744479;1.0367841494383654;1514.7361817507240;2.2146082712435606 
D49.png;Defect;-1.9996663863206163;1.9999081281797644;-0.0013344694646607279;0.0041562377172103919;1.0009485124263229;9810.3084861191037;2.2583672617776314 
D55.png;Defect;-1.9977048829858433;1.9993456004581946;0.0060325194630962801;-0.0044929222988260064;0.98752579359289716;5255.9265983417417;2.2921515647931074 
D63.png;Defect;-1.9991675279783290;1.9999022035951222;-0.024791332377720549;0.029489873230271794;0.99661481305036470;4245.2663895320111;2.2505558849631955 
D69.png;Defect;-1.9995123354293043;1.9999997410752033;-0.014132342554696420;0.024589076033410671;1.0047726828958470;9741.4833303970372;2.2667700202991043 
